Order ID,Product Name,Category,Price,Quantity,Total Amount,Timestamp,Payment Method,Customer ID,Region
124,Winter Coat,Electronics,414,1,414,2025-02-25 16:06:07,Credit Card,C6266,South
125,Kettle,Electronics,497,3,1491,2025-03-25 20:39:07,Credit Card,C1831,West
126,Cooking Pan,Sports,16,4,64,2025-03-16 01:40:07,Bank Transfer,C8545,South
127,Desk Lamp,Kitchen,319,5,1595,2025-03-01 05:12:07,Bank Transfer,C1336,West
128,Bluetooth Earbuds,Apparel,58,1,58,2025-03-08 19:18:07,Credit Card,C5736,South
129,Winter Coat,Accessories,342,5,1710,2025-03-25 09:35:07,Bank Transfer,C3059,South
130,Sofa,Apparel,187,5,935,2025-03-14 09:00:07,Credit Card,C4963,North
131,Headphones,Sports,367,2,734,2025-03-19 02:10:07,Debit Card,C6256,East
132,Camera,Sports,346,1,346,2025-03-15 15:27:07,PayPal,C1599,East
133,Pillow,Apparel,495,2,990,2025-03-01 18:22:07,Credit Card,C5141,West
134,Desk Lamp,Electronics,307,1,307,2025-03-06 00:51:07,PayPal,C5441,North
135,Winter Coat,Apparel,338,2,676,2025-03-10 12:26:07,Debit Card,C4741,West
136,Headphones,Sports,154,4,616,2025-02-25 13:45:07,PayPal,C8427,West
137,Wireless Mouse,Kitchen,61,3,183,2025-03-10 17:31:07,Credit Card,C6638,South
138,Sofa,Apparel,497,3,1491,2025-03-02 03:33:07,Bank Transfer,C8105,South
139,Gaming Keyboard,Footwear,116,2,232,2025-03-27 10:53:07,Bank Transfer,C6723,North
140,Backpack,Apparel,57,2,114,2025-03-20 04:44:07,Bank Transfer,C7045,West
141,Bluetooth Earbuds,Electronics,154,3,462,2025-03-05 20:04:07,PayPal,C9840,South
142,Smart Scale,Footwear,472,4,1888,2025-03-06 03:11:07,PayPal,C6629,West
143,Jacket,Accessories,326,1,326,2025-03-20 01:57:07,Credit Card,C4912,North
144,Bluetooth Speaker,Accessories,14,5,70,2025-03-09 19:12:07,Debit Card,C6238,North
145,Backpack,Sports,491,5,2455,2025-03-15 07:34:07,PayPal,C7846,East
146,Microwave,Accessories,457,5,2285,2025-03-23 23:40:07,Credit Card,C9087,East
147,Wireless Mouse,Electronics,265,5,1325,2025-03-03 02:25:07,PayPal,C9043,North
148,Hair Dryer,Accessories,89,1,89,2025-03-05 18:05:07,Credit Card,C1926,South
149,Bluetooth Earbuds,Apparel,47,5,235,2025-03-09 13:43:07,Credit Card,C6662,West
150,Boots,Kitchen,476,4,1904,2025-03-16 11:07:07,Credit Card,C8925,North
151,Sandals,Sports,198,2,396,2025-03-19 03:26:07,Debit Card,C9960,North
152,Sunglasses,Sports,273,2,546,2025-03-19 23:41:07,Bank Transfer,C8112,East
153,Boots,Footwear,37,2,74,2025-03-19 20:09:07,PayPal,C4874,East
154,Smartphone,Kitchen,85,5,425,2025-03-16 08:09:07,Debit Card,C1262,North
155,Charger,Sports,292,3,876,2025-03-04 01:23:07,Credit Card,C5958,South
156,Coffee Maker,Accessories,275,2,550,2025-03-19 02:53:07,PayPal,C4996,East
157,Sofa,Sports,352,5,1760,2025-03-17 00:18:07,Bank Transfer,C4115,South
158,Sneakers,Kitchen,265,5,1325,2025-03-17 01:01:07,Credit Card,C4284,North
159,Sofa,Accessories,26,2,52,2025-03-02 19:43:07,PayPal,C7722,East
160,Sneakers,Sports,404,3,1212,2025-03-03 14:35:07,Debit Card,C5025,South
161,Desk Lamp,Electronics,79,3,237,2025-03-03 16:52:07,Debit Card,C3433,East
162,Bluetooth Speaker,Sports,426,1,426,2025-03-09 20:07:07,PayPal,C5529,North
163,Yoga Mat,Apparel,88,2,176,2025-03-05 12:38:07,Bank Transfer,C1355,East
164,Wireless Mouse,Kitchen,299,3,897,2025-03-13 08:06:07,Debit Card,C1876,South
165,Headphones,Sports,192,1,192,2025-03-09 08:18:07,Credit Card,C2699,East
166,Bluetooth Earbuds,Apparel,242,4,968,2025-03-07 02:54:07,Credit Card,C1661,North
167,Hair Dryer,Kitchen,418,2,836,2025-03-20 09:46:07,PayPal,C5133,West
168,Camera,Kitchen,138,2,276,2025-03-11 03:49:07,Debit Card,C9927,North
169,Running Shoes,Apparel,344,2,688,2025-03-03 10:29:07,Debit Card,C6010,East
170,Charger,Electronics,247,4,988,2025-03-17 18:54:07,Debit Card,C6767,West
171,Cooking Pan,Electronics,427,5,2135,2025-03-21 19:37:07,Bank Transfer,C3915,South
172,Smartwatch,Kitchen,433,5,2165,2025-03-24 12:38:07,Credit Card,C1125,South
173,Wireless Charger,Apparel,485,4,1940,2025-03-07 23:21:07,Bank Transfer,C9196,North
174,Wireless Mouse,Kitchen,409,4,1636,2025-03-18 18:46:07,Bank Transfer,C3842,North
175,Hat,Sports,482,3,1446,2025-02-27 03:22:07,Debit Card,C5345,North
176,Hat,Footwear,80,1,80,2025-03-24 14:32:07,PayPal,C4331,East
177,Hat,Accessories,170,4,680,2025-03-07 01:32:07,Debit Card,C8987,West
178,Fridge,Electronics,479,1,479,2025-03-20 19:30:07,Credit Card,C7990,East
179,Cooking Pan,Electronics,139,2,278,2025-03-01 22:45:07,Bank Transfer,C9581,North
180,Sandals,Sports,160,4,640,2025-03-15 03:23:07,Credit Card,C1555,South
181,Gaming Keyboard,Sports,147,1,147,2025-03-01 05:18:07,Bank Transfer,C1180,West
182,Wireless Mouse,Apparel,158,3,474,2025-03-13 11:19:07,Debit Card,C9927,West
183,Iron,Footwear,208,3,624,2025-03-04 15:35:07,Bank Transfer,C9932,West
184,Laptop Stand,Kitchen,491,5,2455,2025-03-14 10:20:07,Debit Card,C8055,East
185,Vacuum Cleaner,Accessories,265,3,795,2025-03-13 23:06:07,Bank Transfer,C3921,South
186,Camera,Electronics,360,4,1440,2025-03-23 07:55:07,Credit Card,C1691,South
187,Hat,Sports,497,4,1988,2025-03-26 21:12:07,Debit Card,C3040,West
188,Gaming Keyboard,Sports,345,2,690,2025-02-28 11:45:07,Debit Card,C1146,South
189,Backpack,Accessories,225,2,450,2025-03-12 02:15:07,Credit Card,C3274,North
190,Gaming Keyboard,Accessories,92,2,184,2025-03-19 08:39:07,PayPal,C5360,South
191,Sneakers,Footwear,113,5,565,2025-03-21 09:30:07,Debit Card,C7132,East
192,Sandals,Electronics,135,4,540,2025-03-06 02:30:07,Bank Transfer,C5103,North
193,Laptop,Electronics,100,2,200,2025-03-14 19:56:07,PayPal,C4315,South
194,Air Purifier,Accessories,96,3,288,2025-03-05 05:05:07,PayPal,C2150,North
195,Sunglasses,Apparel,245,2,490,2025-03-24 15:32:07,Bank Transfer,C1636,West
196,Gaming Keyboard,Kitchen,114,3,342,2025-03-10 13:33:07,PayPal,C2272,West
197,Boots,Apparel,257,4,1028,2025-03-13 15:19:07,Bank Transfer,C1885,South
198,Pillow,Kitchen,265,4,1060,2025-03-04 15:02:07,PayPal,C7113,South
199,Vacuum Cleaner,Electronics,304,5,1520,2025-03-16 04:55:07,PayPal,C1689,East
200,Sofa,Accessories,109,2,218,2025-03-01 22:45:07,PayPal,C5464,South
201,Charger,Accessories,265,2,530,2025-03-26 04:37:07,Debit Card,C1392,North
202,Curtains,Sports,371,3,1113,2025-03-20 11:17:07,Credit Card,C7029,North
203,Cooking Pan,Kitchen,302,4,1208,2025-03-12 22:04:07,Bank Transfer,C1267,West
204,Smart Thermostat,Apparel,15,1,15,2025-03-05 20:59:07,Debit Card,C8830,North
205,Curtains,Kitchen,342,1,342,2025-03-06 07:31:07,PayPal,C4294,South
206,Iron,Accessories,221,3,663,2025-03-03 05:25:07,PayPal,C2284,South
207,Wireless Charger,Accessories,53,1,53,2025-03-27 05:25:07,Credit Card,C3928,West
208,Hair Dryer,Kitchen,225,3,675,2025-03-04 23:38:07,Debit Card,C9793,West
209,Gloves,Apparel,53,5,265,2025-03-20 01:41:07,Debit Card,C1218,South
210,Boots,Kitchen,370,4,1480,2025-03-13 17:34:07,PayPal,C8499,East
211,Camera,Apparel,456,3,1368,2025-03-14 20:23:07,PayPal,C8443,East
212,Laptop Stand,Apparel,70,4,280,2025-03-11 19:19:07,Credit Card,C7256,West
213,Hat,Accessories,413,2,826,2025-03-24 03:50:07,PayPal,C2828,West
214,Laptop,Footwear,168,1,168,2025-03-23 01:22:07,Bank Transfer,C4315,North
215,Bluetooth Earbuds,Apparel,264,3,792,2025-03-03 01:31:07,Credit Card,C3312,South
216,Sofa,Accessories,370,3,1110,2025-02-25 17:39:07,Credit Card,C4626,South
217,Smartphone,Accessories,222,1,222,2025-03-24 23:05:07,Credit Card,C3556,South
218,Boots,Sports,52,4,208,2025-03-19 01:07:07,PayPal,C3147,North
219,Vacuum Cleaner,Apparel,180,1,180,2025-03-06 11:36:07,Credit Card,C7426,West
220,Charger,Apparel,438,2,876,2025-03-05 12:40:07,Credit Card,C2334,South
221,Cooking Pan,Electronics,191,4,764,2025-03-23 08:17:07,Bank Transfer,C1915,South
222,Coffee Maker,Footwear,448,1,448,2025-03-06 20:00:07,PayPal,C7384,South
223,Backpack,Sports,64,4,256,2025-03-11 11:15:07,Credit Card,C1224,South
224,Gaming Keyboard,Accessories,497,4,1988,2025-03-23 11:11:07,PayPal,C7721,North
225,Winter Coat,Accessories,337,5,1685,2025-03-15 16:29:07,PayPal,C4597,South
226,Wireless Charger,Footwear,499,3,1497,2025-03-05 02:31:07,Credit Card,C7484,North
227,Coffee Table,Footwear,79,2,158,2025-03-02 05:08:07,PayPal,C6885,North
228,Charger,Accessories,358,5,1790,2025-02-26 20:46:07,Bank Transfer,C6475,South
229,Sunglasses,Kitchen,390,2,780,2025-02-26 14:38:07,Bank Transfer,C5378,North
230,Charger,Kitchen,207,4,828,2025-03-01 16:29:07,Credit Card,C2068,North
231,Cooking Pan,Footwear,299,1,299,2025-03-05 05:20:07,Bank Transfer,C1439,North
232,Laptop,Apparel,330,2,660,2025-03-08 14:47:07,PayPal,C5824,East
233,Cooking Pan,Electronics,283,5,1415,2025-03-20 06:23:07,PayPal,C7551,South
234,Armchair,Sports,380,4,1520,2025-03-01 05:38:07,Credit Card,C4142,East
235,Hair Dryer,Footwear,272,2,544,2025-03-07 00:22:07,Debit Card,C5376,East
236,Hair Dryer,Sports,95,2,190,2025-03-04 15:03:07,PayPal,C5697,West
237,Laptop Stand,Kitchen,367,1,367,2025-03-06 11:37:07,Credit Card,C6530,West
238,Refrigerator,Electronics,80,2,160,2025-03-14 11:58:07,PayPal,C2141,North
239,Cooking Pan,Electronics,202,2,404,2025-03-01 08:01:07,PayPal,C9111,East
240,Boots,Footwear,101,3,303,2025-02-26 05:14:07,PayPal,C4119,West
241,Laptop Stand,Kitchen,204,2,408,2025-03-21 21:31:07,Bank Transfer,C7546,North
242,Boots,Kitchen,355,1,355,2025-03-13 18:14:07,Debit Card,C1484,South
243,Wireless Charger,Kitchen,449,5,2245,2025-03-15 09:48:07,Credit Card,C9501,East
244,Water Bottle,Footwear,177,4,708,2025-03-10 20:16:07,Credit Card,C3964,East
245,Armchair,Sports,77,2,154,2025-03-26 06:51:07,Credit Card,C9314,West
246,Vacuum Cleaner,Kitchen,321,5,1605,2025-03-16 09:46:07,Bank Transfer,C1127,North
247,Sunglasses,Electronics,148,5,740,2025-03-14 16:45:07,Credit Card,C9387,West
248,Charger,Sports,151,1,151,2025-02-25 12:58:07,Bank Transfer,C3189,North
249,Washing Machine,Footwear,332,3,996,2025-03-23 04:14:07,Credit Card,C7353,North
250,Backpack,Sports,199,2,398,2025-03-05 17:00:07,Debit Card,C7032,West
251,Fridge,Sports,430,3,1290,2025-03-05 21:17:07,Credit Card,C7774,North
252,Boots,Apparel,446,3,1338,2025-03-05 22:21:07,Credit Card,C4918,North
253,Juicer,Kitchen,421,3,1263,2025-03-24 14:48:07,PayPal,C5139,East
254,Speakers,Apparel,308,3,924,2025-03-16 00:44:07,PayPal,C7478,North
255,Fridge,Sports,332,5,1660,2025-03-22 04:00:07,Debit Card,C2694,North
256,Smartphone,Kitchen,24,4,96,2025-03-24 15:39:07,PayPal,C8969,West
257,Charger,Sports,388,4,1552,2025-03-11 15:31:07,Bank Transfer,C9943,North
258,Kettle,Electronics,28,1,28,2025-03-25 08:09:07,PayPal,C2110,South
259,Backpack,Kitchen,209,4,836,2025-03-21 04:41:07,Bank Transfer,C4038,West
260,Sandals,Accessories,378,2,756,2025-03-26 12:22:07,PayPal,C6419,North
261,Sandals,Electronics,159,3,477,2025-03-03 11:11:07,Credit Card,C9868,South
262,Running Shoes,Footwear,200,1,200,2025-03-12 02:03:07,Credit Card,C8189,South
263,Boots,Kitchen,235,4,940,2025-03-12 06:19:07,Credit Card,C9879,East
264,Gloves,Accessories,243,1,243,2025-03-27 03:41:07,PayPal,C7653,West
265,Running Shoes,Electronics,447,3,1341,2025-03-10 18:23:07,Debit Card,C7985,East
266,Headphones,Sports,356,3,1068,2025-03-02 18:45:07,Debit Card,C5975,South
267,Wireless Mouse,Electronics,390,4,1560,2025-03-08 13:18:07,PayPal,C7907,East
268,Tablet,Kitchen,291,1,291,2025-03-03 20:52:07,Bank Transfer,C3837,North
269,Laptop,Accessories,410,2,820,2025-03-08 22:11:07,PayPal,C2567,West
270,Sofa,Electronics,351,5,1755,2025-02-27 10:08:07,Debit Card,C6008,East
271,Sunglasses,Accessories,271,3,813,2025-03-17 22:39:07,Bank Transfer,C4188,North
272,Cooking Pan,Sports,389,4,1556,2025-03-14 15:06:07,Credit Card,C3059,West
273,Armchair,Accessories,410,5,2050,2025-03-27 02:22:07,Credit Card,C4359,West
274,Microwave,Apparel,96,4,384,2025-03-04 03:45:07,Debit Card,C6697,South
275,Coffee Maker,Apparel,173,1,173,2025-03-07 22:41:07,Credit Card,C8363,South
276,Camera,Apparel,86,1,86,2025-03-24 08:20:07,Bank Transfer,C4823,West
277,Water Bottle,Accessories,122,3,366,2025-03-21 05:37:07,Credit Card,C1977,South
278,Iron,Apparel,38,5,190,2025-03-02 17:43:07,Debit Card,C6016,South
279,Kettle,Kitchen,470,2,940,2025-03-12 21:07:07,Credit Card,C4732,South
280,Hair Dryer,Accessories,250,2,500,2025-03-09 09:52:07,Bank Transfer,C1786,West
281,Yoga Mat,Footwear,130,3,390,2025-03-15 12:12:07,Debit Card,C6144,East
282,Gaming Keyboard,Electronics,107,5,535,2025-03-24 05:13:07,Bank Transfer,C6951,East
283,Smart Thermostat,Footwear,352,4,1408,2025-03-23 09:05:07,Bank Transfer,C2267,North
284,Blender,Electronics,384,3,1152,2025-02-27 19:39:07,Credit Card,C4208,South
285,Hair Dryer,Electronics,496,5,2480,2025-03-09 07:43:07,Bank Transfer,C6657,West
286,Kettle,Sports,321,1,321,2025-03-25 06:04:07,PayPal,C4533,South
287,Coffee Maker,Accessories,290,2,580,2025-03-06 10:44:07,Bank Transfer,C1254,East
288,Air Purifier,Kitchen,289,5,1445,2025-03-08 08:58:07,Bank Transfer,C5408,South
289,Hair Dryer,Footwear,152,2,304,2025-03-18 00:41:07,PayPal,C8530,South
290,Charger,Apparel,315,4,1260,2025-03-05 03:15:07,PayPal,C3343,West
291,Headphones,Sports,147,5,735,2025-03-11 11:18:07,Bank Transfer,C4912,North
292,Curtains,Footwear,217,2,434,2025-03-15 06:16:07,Debit Card,C5262,North
293,Refrigerator,Electronics,79,5,395,2025-03-06 15:18:07,PayPal,C6769,South
294,Curtains,Apparel,174,3,522,2025-03-22 10:34:07,Debit Card,C4156,North
295,Coffee Maker,Accessories,445,1,445,2025-03-10 12:14:07,Debit Card,C2605,South
296,Fridge,Kitchen,128,4,512,2025-03-27 10:28:07,PayPal,C2774,South
297,Headphones,Sports,266,2,532,2025-03-01 20:01:07,Credit Card,C4474,West
298,Bluetooth Speaker,Accessories,288,3,864,2025-03-15 17:57:07,Bank Transfer,C1811,North
299,Sunglasses,Electronics,242,1,242,2025-03-06 06:42:07,PayPal,C5410,South
300,Monitor,Footwear,115,4,460,2025-03-15 07:52:07,Debit Card,C9826,West
301,Yoga Mat,Electronics,314,4,1256,2025-03-20 00:17:07,Debit Card,C7159,East
302,Curtains,Apparel,343,5,1715,2025-03-01 17:38:07,PayPal,C9065,East
303,Wireless Charger,Sports,304,2,608,2025-03-23 14:55:07,PayPal,C5799,North
304,Vacuum Cleaner,Kitchen,169,5,845,2025-03-09 13:14:07,Debit Card,C7691,South
305,Juicer,Apparel,35,2,70,2025-02-28 08:20:07,PayPal,C5318,West
306,Desk Lamp,Kitchen,272,2,544,2025-03-21 09:56:07,Debit Card,C4370,South
307,Wireless Mouse,Sports,391,4,1564,2025-03-20 23:25:07,Bank Transfer,C7702,North
308,Tablet,Electronics,346,2,692,2025-03-25 08:11:07,Debit Card,C4985,South
309,Sofa,Electronics,236,1,236,2025-03-04 16:34:07,Credit Card,C9699,West
